id,tier,prompt,response,retrieved_sources
PKN_013,tier1,My 6-month-old son weighs 6 kg. The clinic gave him sachets. What are these sachets for?,"The sachets are likely for the child's treatment of severe acute malnutrition (SAM). They contain a combination of minerals, vitamins, and glucose to help replenish the child's energy stores and support recovery. The clinic is likely administering a low-osmolarity oral rehydration solution (ORS) and possibly a mineral mix solution to help with hydration and electrolyte balance. The exact composition of the sachets may vary depending on the specific product and the country's guidelines, but they are designed to provide a balanced mix of essential nutrients to support the child's recovery.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_014,tier1,How do I mix Micronutrient Powder (MNP) into my child's food correctly?,"I am unsure. The context does not provide information on how to mix Micronutrient Powder (MNP) into a child's food. It only defines MNP as a sachet containing essential vitamins and minerals to sprinkle on a child's food to improve the quality of complementary foods. If you need guidance on mixing MNP, I recommend consulting a reliable source or a healthcare professional.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines
PKN_015,tier1,What foods should I give a 24-month-old child who was recently enrolled in a malnutrition program?,"I am unsure. The context does not provide information on specific foods to give to a 24-month-old child who was recently enrolled in a malnutrition program. However, it does mention that ready-to-use therapeutic foods are now available for children over 6 months of age who do not have medical complications, and that these foods can be safely used in the community. It also mentions that children's nutritional status will be further compromised if complementary foods are introduced too early or too late, or are contaminated.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_016,tier1,Why does the clinic check my child's arm measurement every visit?,"I am unsure. The provided context does not explicitly state why the clinic checks the child's arm measurement. However, it does mention that mid-upper arm circumference is used as a tool for screening and admission of children for treatment in different settings, and that it may be used to identify children with severe acute malnutrition. It also mentions that the clinic may use armbands to track the child's progress and that there is a programmatic advantage to using a single mid-upper arm circumference cut-off value. But it does not provide information on why the clinic checks the child's arm measurement every visit.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_017,tier1,Is it safe to give ghee to a malnourished toddler to help increase weight?,"I am unsure. The provided context does not mention ghee or its use in treating malnutrition in children. The context only discusses therapeutic feeding protocols and the use of supplements such as glutamine, but not ghee. Therefore, I cannot provide a safe answer based on the provided context.",WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines
PKN_018,tier1,What is the normal MUAC range for a healthy child under 5?,"I am unsure. The provided context does not mention the normal MUAC range for a healthy child under 5. MUAC (Mid-Upper Arm Circumference) is mentioned in the context as a part of the biochemical assessment, but the normal range is not specified.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol2
PKN_019,tier1,My child was given a 14-day sachet supply. How do I store it properly?,I am unsure. The provided context does not mention storage instructions for the 14-day sachet supply.,WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_020,tier1,What does it mean that my child was classified as having mild malnutrition?,I am unsure. The provided context does not include information about the classification of mild malnutrition. It only discusses severe acute malnutrition and undernutrition in general.,Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_021,tier1,How much weight should a 12-month-old gain in one month?,"I am unsure. The provided context does not mention weight gain for 12-month-old infants. It only mentions weight gain for infants in terms of daily gain (e.g., 20 g/day) and median of the WHO growth velocity standards. The context does not provide specific information on weight gain for 12-month-old infants.",WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines
PKN_022,tier1,Is breastmilk enough for a 5-month-old or should I add other foods?,"I am unsure. The context does not provide information on the recommended number of breastmilk feeds for a 5-month-old baby. However, it does mention that mothers usually provided feeds 7-8 times a day, but it does not specify the age at which this frequency changes. It's best to consult a healthcare professional for personalized advice on breastmilk feeding and introducing other foods.",Pakistan_NNS_2018_Vol1; WHO_2023_Wasting_Guidelines; Pakistan_NNS_2018_Vol1
PKN_023,tier1,What is the purpose of the follow-up visit after a malnutrition diagnosis?,I am unsure. The provided context does not mention the purpose of follow-up visits after a malnutrition diagnosis. It only discusses the management of severe acute malnutrition in general.,WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_024,tier1,What vegetables are commonly available in Sujawal that help prevent iron deficiency?,I am unsure. The context does not mention specific vegetables commonly available in Sujawal that help prevent iron deficiency. It only mentions that green vegetables are mentioned as iron-rich foods consumed by children.,Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1
PKN_025,tier1,My 36-month-old son weighs 8 kg after 5 follow-up visits. Is recovery happening?,"I am unsure. The provided context does not mention the age of the child or the weight at which recovery is expected. The context only mentions the criteria for transferring a child to outpatient care, which includes good appetite, being clinically well and alert, satisfactory weight gain, and being checked for immunizations and routine interventions. The weight of 8 kg at 36 months is not mentioned in the context. Therefore, I cannot provide a definitive answer based on the provided context.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_026,tier1,My 9-month-old daughter is not interested in eating solid foods. What should I do?,"I am unsure. The provided context does not mention specific advice for children who are not interested in eating solid foods. It only discusses general practices and preferences of mothers in Pakistan regarding the introduction of solid and semi-solid foods. If you're concerned about your daughter's eating habits, I recommend consulting a healthcare professional for personalized guidance.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1
PKN_027,tier1,My child completed treatment and was marked recovered. What should I feed her now to prevent relapse?,I am unsure. The provided context does not specify what to feed a child who has completed treatment and is marked recovered. It only mentions the treatment process and the use of ready-to-use therapeutic food during the initial phase of treatment. It does not provide information on what to feed a child after they have completed treatment. You may want to consult a healthcare professional for personalized guidance on feeding your child after treatment.,WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_028,tier1,My 6-month-old girl has MUAC 10.5 cm and weighs 5 kg. She is on a 28-day sachet program. What can I feed her at home alongside the sachets?,"I can't provide personalized medical advice. However, according to the provided context, for children with SAM, it is recommended to provide a diverse diet that includes foods such as sooji, kheer, boiled potatoes, bread, animal milk, dawdoo, yoghurt, boiled eggs, pancakes, potato chips, boiled white rice, minced meat, khichri, porridge, custard, sabudana, biscuits, bananas, and sattu. 

Please consult a healthcare professional for personalized guidance on your child's specific needs.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1
PKN_029,tier1,What foods should I avoid giving my malnourished child?,"You are unsure. The provided context does not specifically mention foods to avoid giving to malnourished children. However, it does mention that complementary foods should be of low nutrient density and have low bioavailability of micronutrients, and that introducing complementary foods too early or too late, or contaminating them, can further compromise a child's nutritional status. It does mention specific foods that are considered nutritious, such as chicken soup, paneer, kheer, porridge, and desi foods like sabudana, peas, and potato chips.",WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines
PKN_030,tier1,My 15-month-old daughter has been on treatment for 5 months but her MUAC is still 12.3. Is this normal?,"I am unsure. The provided context does not provide information on normal MUAC values for children with symptoms of ARI. It only provides information on the number of children with symptoms of ARI who were given antibiotics and the source of advice or treatment. If you have any further information or context, I would be happy to try and help you better.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol2; Pakistan_NNS_2018_Vol2
PKN_031,tier1,How can I make khichdi more nutritious for my malnourished toddler?,"I am unsure. The provided context does not mention specific nutritional modifications to make khichdi more nutritious for a malnourished toddler. However, it does mention a diverse diet that includes various foods such as sooji, kheer, boiled potatoes, bread, animal milk, and others. It is possible that adding other nutrient-dense foods to khichdi could make it more nutritious, but this is not explicitly stated in the provided context.",Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1
PKN_032,tier1,My 24-month-old son weighs 8 kg and has been on treatment for 6 visits. What can I do at home to help?,"I am unsure. The provided context does not mention the age or weight of the child, nor does it provide information on what to do at home for a specific child. The context only mentions general guidelines for treating severe acute malnutrition, such as providing counselling and support for optimal infant and young child feeding, and monitoring weight gain. It also mentions that children with severe acute malnutrition should be admitted to hospital for initial treatment and rehabilitation, and transferred to outpatient care when they have completed the initial phase of treatment and are eating satisfactorily and gaining weight. However, it does not provide specific guidance for a 24-month-old child.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_033,tier1,My child refuses to eat the therapeutic food sachet. What should I do?,"I am unsure. The context does not provide information on how to handle a child who refuses to eat therapeutic food. It only mentions that children should never be force-fed, but it does not provide guidance on how to encourage or manage a child's refusal to eat. It is recommended to consult the WHO SAM Guidelines or a healthcare professional for personalized advice.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_034,tier1,Should I continue breastfeeding my 6-month-old while she is on the malnutrition program?,"You should continue breastfeeding your 6-month-old while she is on the malnutrition program. According to the WHO SAM Guidelines, infants who are less than 6 months of age with severe acute malnutrition should be breastfed where possible, and the mothers or female caregivers should be supported to breastfeed the infants. If an infant is not breastfed, support should be given to the mother or female caregiver to re-lactate. If this is not possible, wet nursing should be encouraged.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_035,tier1,My 48-month-old daughter has been coming to the clinic for 6 visits. Her weight stays at 9.8 kg. What am I doing wrong?,"I am unsure. The provided context does not mention the age of the child, the weight, or the frequency of visits. The context only mentions the importance of growth monitoring in primary health-care settings for infants and young children, but it does not provide specific guidance for children over 6 months old. To provide a more accurate answer, I would need more information about the child's growth velocity, weight-for-length, and other relevant factors.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_036,tier1,My 7-month-old boy weighed 6 kg at his first visit and missed his follow-up. He still weighs 6 kg. Should I go back to the clinic?,"I am unsure. The provided context does not specify what to do if a child misses a follow-up visit or if their weight remains the same. It only mentions the importance of maintaining and examining growth-monitoring charts at primary health-care level for infants and young children, and the need for growth monitoring to identify at-risk infants and children who need medical and nutritional interventions.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_037,tier1,My 18-month-old son has MUAC 11.5 cm. What does the clinic mean when they say he needs follow-up every 14 days?,"I am unsure. The provided context does not explain what ""follow-up every 14 days"" means in the context of MUAC 11.5 cm. It only mentions the importance of monitoring MUAC changes, but does not provide specific guidance on the frequency of follow-up. I would recommend consulting the WHO guidelines or a healthcare professional for personalized advice.",WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1
PKN_038,tier1,My child got the MNS sachet instead of the regular one. Is it the same?,"I am unsure. The context does not provide information on the differences between the MNS sachet and the regular one. It only mentions the addition of potassium and glucose, unless the child has cholera or profuse watery diarrhoea. The context does not provide information on the composition of the MNS sachet.",WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines
PKN_039,tier1,How do I know if my child's malnutrition is improving?,I am unsure. The provided context does not mention any specific indicators or methods for determining if a child's malnutrition is improving. It only discusses the general purpose of the guideline and the challenges in developing evidence-based recommendations for treating severe acute malnutrition in young children.,WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_040,tier1,My 13-month-old daughter weighs 6.1 kg and has MUAC 11.8 cm. She has had 5 follow-ups. What meals should I be making for her?,"I am unsure. The provided context does not specify the recommended meals for a child with a MUAC of 11.8 cm. The context only mentions general nutrition practices for mothers, such as providing a diverse diet, but does not provide specific meal recommendations for a child with SAM (Severe Acute Malnutrition). To determine the appropriate meals for your daughter, I would recommend consulting a healthcare professional or a registered dietitian who can assess her nutritional needs and provide personalized guidance.",Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_041,tier1,My child was vaccinated but still got malnourished. Why?,"I am unsure. The provided context does not mention the relationship between vaccination and malnutrition. It only discusses the treatment of malnourished children. If you have any further information or context, I'd be happy to try and help you.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_042,tier1,Is it okay to give my 9-month-old water between meals?,"I am unsure. The provided context does not mention giving water to babies between meals. However, it does mention that most participants gave water to their babies in both rural and urban areas, with some giving it after 6 days and some after 10-15 days, as they believed the baby would be thirsty otherwise. It does not provide guidance on giving water between meals.",Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1
PKN_043,tier1,My child weighs 4 kg at 8 months. Should I be worried?,"I am unsure. The provided context does not specify a weight-for-height or weight-for-length threshold for 8-month-old infants. However, it does mention that growth faltering, beginning in utero, can continue for at least the first two years of a child's life. It's recommended to consult a healthcare professional for personalized guidance on your child's growth and development.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1
PKN_044,tier1,My 60-month-old daughter recovered after 3 visits and weighs 10 kg. What should her diet look like now?,"I am unsure. The provided context does not specify the diet for children who have recovered from severe acute malnutrition. It only mentions the criteria for admission to hospital for initial treatment and rehabilitation, and the conditions for transfer to a nutritional rehabilitation centre. Additionally, it discusses the use of ready-to-use therapeutic food, but does not provide information on the diet for children who have recovered.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_045,tier1,My son has been going to the clinic for 8 months but is still listed as on-going. Is that normal?,"I'm unsure. The provided context does not mention the duration of treatment or the status of the child's symptoms. The context only discusses the prevalence of children with symptoms of ARI (Acute Respiratory Infection) and the number of children who were given antibiotics, but it does not provide information on the duration of treatment or the status of the child's symptoms after 8 months. If you have any additional information or context, I'd be happy to try and help you further.",Pakistan_NNS_2018_Vol1; WHO_2023_Wasting_Guidelines; Pakistan_NNS_2018_Vol1
PKN_046,tier1,What is the best time of day to give my child the therapeutic food sachet?,"I am unsure. The context does not specify the best time of day to give the therapeutic food sachet. However, it does mention that children in the rehabilitation phase may eat ready-to-use therapeutic food without supervision, guided simply by appetite.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_047,tier1,My 5-month-old girl weighs 4 kg and has MUAC 10.2 cm. She is on MNP sachets. What else can I do at home?,"I can't provide specific medical advice. However, according to the provided context, for children with SAM, the addition of potassium and glucose to the MNP sachets is recommended, unless the child has cholera or profuse watery diarrhea. 

Could you please confirm if your child has any symptoms of cholera or profuse watery diarrhea? 

If not, you can try adding potassium and glucose to her MNP sachets as recommended. Please consult with a healthcare professional for personalized guidance.",WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines
PKN_048,tier1,My child has had 4 follow-up visits and still has mild malnutrition. When will it go away?,"I am unsure. The provided context does not mention the duration of treatment for mild malnutrition. It only discusses the management of severe acute malnutrition in infants and children. For guidance on mild malnutrition, I would recommend consulting a healthcare professional or a reliable source of nutrition information.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_049,tier1,My 36-month-old daughter has been going to the clinic for 5 visits. Her MUAC is 12.3. The doctor says she is still MAM. What more can I do?,"I can't provide medical advice. However, I can offer general information about managing acute malnutrition in children. 

According to the World Health Organization (WHO), a MUAC (Mid-Upper Arm Circumference) of 12.3 cm is considered to be at risk of malnutrition, but not yet classified as severely malnourished (MAM). 

The WHO recommends that children with a MUAC between 11.5 cm and 12.9 cm should be treated as at risk of malnutrition and should receive nutritional support. 

You can consider the following steps:

1.  Continue to monitor your daughter's MUAC and weight.
2.  Ensure she is receiving a balanced diet that includes a variety of foods from all food groups.
3.  Consider consulting a registered dietitian or a pediatrician for personalized nutrition advice.
4.  If your daughter's condition does not improve, consider seeking further medical attention.

Please consult a healthcare professional for personalized advice on managing your daughter's malnutrition. They can provide guidance tailored to her specific needs and health status.",Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines
PKN_050,tier1,I live far from Sujawal clinic. Can I give my child extra sachets so I do not have to come as often?,"I am unsure. The provided context does not mention anything about giving extra sachets or the frequency of visits to a clinic. It is recommended to follow the guidelines provided by the WHO for SAM treatment, but the context does not provide information on this specific topic. It is best to consult with a healthcare professional for personalized advice.",WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines
PKN_051,tier1,What is the caloric content of roti?,I am unsure. The provided context does not mention the caloric content of roti.,Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol2
PKN_052,tier1,How many grams of protein does an egg contain?,I am unsure. The provided context does not mention the amount of protein in an egg.,Pakistan_NNS_2018_Vol2; Pakistan_NNS_2018_Vol2; WHO_2023_Wasting_Guidelines
PKN_053,tier1,What does stunted growth look like in a 2-year-old?,"I am unsure. The provided context does not describe the physical appearance of stunted growth in a 2-year-old. It only mentions that stunting in early childhood can lead to long-term cognitive challenges, motor impairments, and health issues, but does not provide a description of what stunted growth looks like.",Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; Pakistan_NNS_2018_Vol1
PKN_054,tier1,Is buffalo milk nutritious for a toddler?,"I am unsure. The provided context does not mention buffalo milk as a recommended treatment for SAM (Severe Acute Malnutrition) or wasting in toddlers. While buffalo milk is nutritious, the context only discusses specific studies comparing different types of diets for treating SAM and wasting, and does not provide information on its suitability for toddlers. If you have more context or information, I'd be happy to try and help further.",WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines; WHO_SAM_Guidelines
PKN_055,tier1,What is the iron content of spinach?,I am unsure. The provided context does not mention the iron content of spinach.,Pakistan_NNS_2018_Vol2; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol2
PKN_056,tier1,How do I know if my child is stunted?,"You can determine if your child is stunted by checking their mid-upper arm circumference (MUAC) or by calculating their Body Mass Index (BMI) for age. In Pakistan, according to the 2018 National Nutrition Survey, stunting prevalence was highest among children aged 18-23 months, and it was also high among children whose mothers had no education. Additionally, stunting was more common in rural areas compared to urban areas. If you are concerned about your child's growth, it's best to consult with a healthcare professional who can assess your child's overall health and provide guidance on how to address any potential issues.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1
PKN_057,tier1,What does the term malnutrition mean?,"The term malnutrition refers to deficiencies, excesses, or imbalances in a person's intake of energy and/or nutrients. It includes undernutrition (stunting, wasting, underweight, micronutrient deficiencies) and diet-related overweight and obesity.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1
PKN_058,tier1,Is lentil soup good for a malnourished baby?,"I am unsure. The provided context does not mention lentil soup. However, it does mention chicken soup and paneer as nutritious foods for a child to grow healthily. It also mentions that ready-to-use therapeutic food offers the same nutrient intake as F-100, but does not specifically mention lentil soup. If you have more context or information, I can try to help you better.",Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_059,tier1,Can I give my 9-month-old mashed banana?,"You are unsure. The provided context does not mention mashed banana as a recommended food for 9-month-old children. However, it does list various soft foods that can be given to infants around 4-6 months of age, such as Cerelac, khichri, fruits, roti, eggs, juice, kheer, semolina, banana, grapes, melon, choori, mashed potatoes, and other vegetables. It's always best to consult with a healthcare professional for personalized nutrition advice.",WHO_2023_Wasting_Guidelines; Pakistan_NNS_2018_Vol1; WHO_2023_Wasting_Guidelines
PKN_060,tier1,What is the recommended daily calorie intake for a 2-year-old?,"I am unsure. The provided context does not mention the recommended daily calorie intake for a 2-year-old. The context only provides information on the prevalence of minimum dietary diversity, minimum meal frequency, and minimum acceptable diet among children aged 6–23 months.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol2; WHO_SAM_Guidelines
PKN_061,tier1,How does MUAC measurement work? Where exactly on the arm?,"I am unsure about the exact details of MUAC measurement, but I can tell you that MUAC (Mid-Upper Arm Circumference) is a measurement used to assess the nutritional status of individuals, particularly children and adolescents. It is typically measured at the midpoint of the upper arm, just above the elbow. The measurement is usually taken using a standardized tape or device. In the context of the provided text, it is mentioned that the colored MUAC tape was used for children under five years of age to the nearest 0.1 cm, suggesting that the measurement is taken at the midpoint of the upper arm. However, I don't have more specific information about the exact location or technique used for MUAC measurement.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; WHO_SAM_Guidelines
PKN_062,tier1,What is zinc deficiency and how does it affect a child?,"Zinc deficiency is a condition where a child does not have enough zinc in their body. Zinc is an essential nutrient that plays a crucial role in many bodily functions, such as growth and development, immune function, and wound healing.

Zinc deficiency can affect a child in several ways:

1. Impaired growth and development: Zinc is important for growth and development, and a deficiency can lead to stunted growth, delayed puberty, and other developmental delays.
2. Weakened immune system: Zinc is important for immune function, and a deficiency can make a child more susceptible to illnesses and infections.
3. Skin problems: Zinc deficiency can cause skin problems, such as acne, eczema, and dermatitis.
4. Hair loss: Zinc deficiency can cause hair loss, particularly in children.
5. Impaired wound healing: Zinc is important for wound healing, and a deficiency can lead to slow healing of cuts and wounds.
6. Behavioral problems: Zinc deficiency has been linked to behavioral problems, such as hyperactivity and attention deficit hyperactivity disorder (ADHD).

It's worth noting that zinc deficiency can be caused by a variety of factors, including:

* Poor diet
* Inadequate nutrition
* Infections
* Certain medical conditions

In the context of the provided text, zinc deficiency was found to be more prevalent in rural children (19.5%) than in urban children (17.1%), and in children whose mothers were uneducated or had primary education (19.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1
PKN_063,tier1,Is it normal for a breastfed baby to lose weight in the first week after birth?,"I am unsure. The provided context does not mention weight loss in the first week after birth for breastfed babies. In fact, the context suggests that breastfed babies should be put to the breast as soon as possible after birth, and that early initiation of enteral feeding is recommended for preterm and low-birth-weight infants. However, the context does not provide information on the normal weight changes in the first week after birth for breastfed babies.",WHO_2023_Wasting_Guidelines; Pakistan_NNS_2018_Vol1; WHO_2023_Wasting_Guidelines
PKN_064,tier1,What foods are rich in vitamin A in Pakistan?,"According to the provided context, the foods rich in vitamin A in Pakistan are:

1. Vitamin A-rich fruits and vegetables
2. Other vegetables

Note that the context does not provide a comprehensive list of all vitamin A-rich foods in Pakistan, but rather highlights these two categories.",Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1; Pakistan_NNS_2018_Vol1
PKN_065,tier1,How do I prepare therapeutic food correctly if the sachet gets slightly wet?,"I am unsure. The provided context does not mention how to prepare therapeutic food if the sachet gets slightly wet. It only provides general instructions for preparing ReSoMal and WHO low-osmolarity oral rehydration solution. If you have further information or context, I'd be happy to try and help.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_SAM_Guidelines
PKN_066,tier1,At what weight should I be worried about my 6-month-old?,"I am unsure. The provided context does not specify a particular weight at which to start worrying about a 6-month-old child. The context only mentions that a weight of 138.5 grams at 6 weeks of age is the median, and that a weight gain of more than 5 g/kg/day for at least 3 successive days is satisfactory. It does not provide a specific weight for 6 months of age.",WHO_SAM_Guidelines; WHO_SAM_Guidelines; WHO_2023_Wasting_Guidelines
